Identifiant| Tissular Location | Subcellular Location | Interactans | Family name | Chain Nature 
XYLT1_HUMAN | [] | ['Endoplasmic reticulum membrane', 'Golgi apparatus membrane', 'Secreted'] | ['EBI-710003', 'EBI-516580', 'EBI-945751', 'EBI-2549423', 'EBI-466029', 'EBI-716486', 'EBI-716596', 'EBI-352053', 'EBI-1802965', 'EBI-924724', 'EBI-366083', 'EBI-368417', 'EBI-357997'] |  | chain
XYLT2_HUMAN | ['Chondrosarcoma', 'Pancreas'] | ['Endoplasmic reticulum membrane', 'Golgi apparatus membrane'] | ['EBI-710003', 'EBI-516580', 'EBI-945751', 'EBI-2549423', 'EBI-466029', 'EBI-716486', 'EBI-716596', 'EBI-352053', 'EBI-1802965', 'EBI-924724', 'EBI-366083', 'EBI-368417', 'EBI-357997'] |  | chain
YA014_HUMAN | ['Testis', 'T-cell'] | [] | ['EBI-710003', 'EBI-516580', 'EBI-945751', 'EBI-2549423', 'EBI-466029', 'EBI-716486', 'EBI-716596', 'EBI-352053', 'EBI-1802965', 'EBI-924724', 'EBI-366083', 'EBI-368417', 'EBI-357997'] | Putative uncharacterized protein  | chain
YA011_HUMAN | [] | [] | ['EBI-710003', 'EBI-516580', 'EBI-945751', 'EBI-2549423', 'EBI-466029', 'EBI-716486', 'EBI-716596', 'EBI-352053', 'EBI-1802965', 'EBI-924724', 'EBI-366083', 'EBI-368417', 'EBI-357997'] | Putative uncharacterized protein  | chain
YA021_HUMAN | ['Testis'] | [] | ['EBI-710003', 'EBI-516580', 'EBI-945751', 'EBI-2549423', 'EBI-466029', 'EBI-716486', 'EBI-716596', 'EBI-352053', 'EBI-1802965', 'EBI-924724', 'EBI-366083', 'EBI-368417', 'EBI-357997'] | Putative C-type lectin  | chain
YA023_HUMAN | ['Spleen'] | [] | ['EBI-710003', 'EBI-516580', 'EBI-945751', 'EBI-2549423', 'EBI-466029', 'EBI-716486', 'EBI-716596', 'EBI-352053', 'EBI-1802965', 'EBI-924724', 'EBI-366083', 'EBI-368417', 'EBI-357997'] | Putative uncharacterized protein  | chain
YA026_HUMAN | ['Testis'] | [] | ['EBI-710003', 'EBI-516580', 'EBI-945751', 'EBI-2549423', 'EBI-466029', 'EBI-716486', 'EBI-716596', 'EBI-352053', 'EBI-1802965', 'EBI-924724', 'EBI-366083', 'EBI-368417', 'EBI-357997'] | Putative uncharacterized protein  | chain
YA028_HUMAN | ['Cerebellum'] | ['Membrane'] | ['EBI-710003', 'EBI-516580', 'EBI-945751', 'EBI-2549423', 'EBI-466029', 'EBI-716486', 'EBI-716596', 'EBI-352053', 'EBI-1802965', 'EBI-924724', 'EBI-366083', 'EBI-368417', 'EBI-357997'] | Putative uncharacterized protein  | chain
YA034_HUMAN | [] | [] | ['EBI-710003', 'EBI-516580', 'EBI-945751', 'EBI-2549423', 'EBI-466029', 'EBI-716486', 'EBI-716596', 'EBI-352053', 'EBI-1802965', 'EBI-924724', 'EBI-366083', 'EBI-368417', 'EBI-357997'] | Putative UPF0607 protein  | chain
YA037_HUMAN | ['Testis'] | [] | ['EBI-710003', 'EBI-516580', 'EBI-945751', 'EBI-2549423', 'EBI-466029', 'EBI-716486', 'EBI-716596', 'EBI-352053', 'EBI-1802965', 'EBI-924724', 'EBI-366083', 'EBI-368417', 'EBI-357997'] | Putative uncharacterized protein  | chain
YA043_HUMAN | ['Brain'] | ['Membrane'] | ['EBI-710003', 'EBI-516580', 'EBI-945751', 'EBI-2549423', 'EBI-466029', 'EBI-716486', 'EBI-716596', 'EBI-352053', 'EBI-1802965', 'EBI-924724', 'EBI-366083', 'EBI-368417', 'EBI-357997'] | Transmembrane protein LOC653160  | chain
YA044_HUMAN | ['Thymus'] | [] | ['EBI-710003', 'EBI-516580', 'EBI-945751', 'EBI-2549423', 'EBI-466029', 'EBI-716486', 'EBI-716596', 'EBI-352053', 'EBI-1802965', 'EBI-924724', 'EBI-366083', 'EBI-368417', 'EBI-357997'] | Uncharacterized protein ENSP00000471857  | chain
YAED1_HUMAN | ['Liver cancer', 'Cerebellum', 'Liver'] | [] | ['EBI-710003', 'EBI-516580', 'EBI-945751', 'EBI-2549423', 'EBI-466029', 'EBI-716486', 'EBI-716596', 'EBI-352053', 'EBI-1802965', 'EBI-924724', 'EBI-366083', 'EBI-368417', 'EBI-357997'] | Yae1 domain-containing protein  | chain
YAF2_HUMAN | ['Skeletal muscle', 'Amygdala, Brain, Thalamus', 'Brain', 'Embryonic kidney', 'Cervix carcinoma', 'Leukemic T-cell'] | ['Nucleus'] | ['EBI-710003', 'EBI-516580', 'EBI-945751', 'EBI-2549423', 'EBI-466029', 'EBI-716486', 'EBI-716596', 'EBI-352053', 'EBI-1802965', 'EBI-924724', 'EBI-366083', 'EBI-368417', 'EBI-357997'] | YY1-associated factor  | chain
YAP1_HUMAN | ['Lung', 'Esophagus', 'Placenta, Thalamus', 'Pancreas', 'Pancreas', 'Cervix carcinoma', 'Embryonic kidney', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma'] | ['Cytoplasm', 'Nucleus'] | ['EBI-491549', 'EBI-746012', 'EBI-444209', 'EBI-492564', 'EBI-1567153', 'EBI-297043', 'EBI-529156', 'EBI-287091', 'EBI-389619', 'EBI-6304160', 'EBI-359815', 'EBI-347088'] |  | chain
YB003_HUMAN | [] | ['Secreted'] | ['EBI-491549', 'EBI-746012', 'EBI-444209', 'EBI-492564', 'EBI-1567153', 'EBI-297043', 'EBI-529156', 'EBI-287091', 'EBI-389619', 'EBI-6304160', 'EBI-359815', 'EBI-347088'] | Putative uncharacterized protein  | signal peptide
YB004_HUMAN | [] | ['Secreted'] | ['EBI-491549', 'EBI-746012', 'EBI-444209', 'EBI-492564', 'EBI-1567153', 'EBI-297043', 'EBI-529156', 'EBI-287091', 'EBI-389619', 'EBI-6304160', 'EBI-359815', 'EBI-347088'] | Putative uncharacterized protein  | signal peptide
YB011_HUMAN | ['Testis'] | [] | ['EBI-491549', 'EBI-746012', 'EBI-444209', 'EBI-492564', 'EBI-1567153', 'EBI-297043', 'EBI-529156', 'EBI-287091', 'EBI-389619', 'EBI-6304160', 'EBI-359815', 'EBI-347088'] | Uncharacterized protein FLJ46347  | chain
YB035_HUMAN | ['Amygdala'] | [] | ['EBI-491549', 'EBI-746012', 'EBI-444209', 'EBI-492564', 'EBI-1567153', 'EBI-297043', 'EBI-529156', 'EBI-287091', 'EBI-389619', 'EBI-6304160', 'EBI-359815', 'EBI-347088'] | Putative uncharacterized protein  | chain
YB039_HUMAN | ['Eye'] | ['Membrane'] | ['EBI-491549', 'EBI-746012', 'EBI-444209', 'EBI-492564', 'EBI-1567153', 'EBI-297043', 'EBI-529156', 'EBI-287091', 'EBI-389619', 'EBI-6304160', 'EBI-359815', 'EBI-347088'] | Uncharacterized protein encoded  | chain
YB043_HUMAN | ['Uterus'] | ['Secreted'] | ['EBI-491549', 'EBI-746012', 'EBI-444209', 'EBI-492564', 'EBI-1567153', 'EBI-297043', 'EBI-529156', 'EBI-287091', 'EBI-389619', 'EBI-6304160', 'EBI-359815', 'EBI-347088'] | Putative uncharacterized protein  | signal peptide
YB049_HUMAN | ['Uterus', 'Spinal cord'] | [] | ['EBI-491549', 'EBI-746012', 'EBI-444209', 'EBI-492564', 'EBI-1567153', 'EBI-297043', 'EBI-529156', 'EBI-287091', 'EBI-389619', 'EBI-6304160', 'EBI-359815', 'EBI-347088'] | Putative uncharacterized protein  | chain
YB052_HUMAN | ['Cerebellum'] | [] | ['EBI-491549', 'EBI-746012', 'EBI-444209', 'EBI-492564', 'EBI-1567153', 'EBI-297043', 'EBI-529156', 'EBI-287091', 'EBI-389619', 'EBI-6304160', 'EBI-359815', 'EBI-347088'] | Putative uncharacterized protein  | chain
YB057_HUMAN | [] | [] | ['EBI-491549', 'EBI-746012', 'EBI-444209', 'EBI-492564', 'EBI-1567153', 'EBI-297043', 'EBI-529156', 'EBI-287091', 'EBI-389619', 'EBI-6304160', 'EBI-359815', 'EBI-347088'] | Putative UPF0607 protein  | chain
YBEY_HUMAN | [] | ['Nucleus'] | ['EBI-491549', 'EBI-746012', 'EBI-444209', 'EBI-492564', 'EBI-1567153', 'EBI-297043', 'EBI-529156', 'EBI-287091', 'EBI-389619', 'EBI-6304160', 'EBI-359815', 'EBI-347088'] |  | chain
YBOX1_HUMAN | ['Bone marrow', 'Adrenal cortex, Eye, Kidney, Muscle, Placenta, Skin, Testis, Uterus', 'Ovarian carcinoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Prostate cancer', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma'] | ['Cytoplasm', 'Nucleus', 'Cytoplasmic granule', 'Secreted'] | ['EBI-932806', 'EBI-352022', 'EBI-447295', 'EBI-8555452', 'EBI-432545', 'EBI-348239', 'EBI-1175211'] | Nuclease-sensitive element-binding protein  | initiator methionine
YBOX2_HUMAN | ['Brain'] | ['Cytoplasm', 'Nucleus'] | ['EBI-932806', 'EBI-352022', 'EBI-447295', 'EBI-8555452', 'EBI-432545', 'EBI-348239', 'EBI-1175211'] | Y-box-binding protein  | chain
YBOX3_HUMAN | ['Placenta', 'Blood', 'Kidney, Lung, Lymph, Muscle', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma'] | ['Cytoplasm', 'Nucleus'] | ['EBI-932806', 'EBI-352022', 'EBI-447295', 'EBI-8555452', 'EBI-432545', 'EBI-348239', 'EBI-1175211'] | Y-box-binding protein  | initiator methionine
YC002_HUMAN | [] | ['Secreted'] | ['EBI-932806', 'EBI-352022', 'EBI-447295', 'EBI-8555452', 'EBI-432545', 'EBI-348239', 'EBI-1175211'] | Putative uncharacterized protein  | signal peptide
YC003_HUMAN | [] | ['Secreted'] | ['EBI-932806', 'EBI-352022', 'EBI-447295', 'EBI-8555452', 'EBI-432545', 'EBI-348239', 'EBI-1175211'] | Putative uncharacterized protein  | signal peptide
YC006_HUMAN | ['Testis'] | [] | ['EBI-932806', 'EBI-352022', 'EBI-447295', 'EBI-8555452', 'EBI-432545', 'EBI-348239', 'EBI-1175211'] | Uncharacterized protein FLJ43738  | chain
YC014_HUMAN | ['Kidney, Lymph'] | [] | ['EBI-932806', 'EBI-352022', 'EBI-447295', 'EBI-8555452', 'EBI-432545', 'EBI-348239', 'EBI-1175211'] | Putative uncharacterized protein  | chain
YC018_HUMAN | ['Cervix'] | [] | ['EBI-932806', 'EBI-352022', 'EBI-447295', 'EBI-8555452', 'EBI-432545', 'EBI-348239', 'EBI-1175211'] | Putative uncharacterized protein  | chain
YC023_HUMAN | [] | [] | ['EBI-932806', 'EBI-352022', 'EBI-447295', 'EBI-8555452', 'EBI-432545', 'EBI-348239', 'EBI-1175211'] | Putative uncharacterized protein  | chain
YD018_HUMAN | ['Teratocarcinoma'] | [] | ['EBI-932806', 'EBI-352022', 'EBI-447295', 'EBI-8555452', 'EBI-432545', 'EBI-348239', 'EBI-1175211'] | Putative uncharacterized protein  | chain
YD019_HUMAN | ['Testis'] | [] | ['EBI-932806', 'EBI-352022', 'EBI-447295', 'EBI-8555452', 'EBI-432545', 'EBI-348239', 'EBI-1175211'] | Putative uncharacterized protein  | chain
YD021_HUMAN | [] | [] | ['EBI-932806', 'EBI-352022', 'EBI-447295', 'EBI-8555452', 'EBI-432545', 'EBI-348239', 'EBI-1175211'] | Putative uncharacterized protein  | chain
YD022_HUMAN | [] | [] | ['EBI-932806', 'EBI-352022', 'EBI-447295', 'EBI-8555452', 'EBI-432545', 'EBI-348239', 'EBI-1175211'] | Putative uncharacterized protein  | chain
YD023_HUMAN | ['Brain'] | [] | ['EBI-932806', 'EBI-352022', 'EBI-447295', 'EBI-8555452', 'EBI-432545', 'EBI-348239', 'EBI-1175211'] | Putative uncharacterized protein  | chain
YD286_HUMAN | ['Pancreatic islet'] | [] | ['EBI-932806', 'EBI-352022', 'EBI-447295', 'EBI-8555452', 'EBI-432545', 'EBI-348239', 'EBI-1175211'] | Glutaredoxin-like protein C5orf63  | chain
YDJC_HUMAN | ['Brain'] | [] | ['EBI-932806', 'EBI-352022', 'EBI-447295', 'EBI-8555452', 'EBI-432545', 'EBI-348239', 'EBI-1175211'] | UPF0249 protein ydjC  | chain
YE014_HUMAN | ['Fetal liver'] | [] | ['EBI-932806', 'EBI-352022', 'EBI-447295', 'EBI-8555452', 'EBI-432545', 'EBI-348239', 'EBI-1175211'] | Putative uncharacterized protein  | chain
YE016_HUMAN | [] | [] | ['EBI-932806', 'EBI-352022', 'EBI-447295', 'EBI-8555452', 'EBI-432545', 'EBI-348239', 'EBI-1175211'] | Putative TAF11-like protein  | chain
YE027_HUMAN | ['Testis'] | [] | ['EBI-932806', 'EBI-352022', 'EBI-447295', 'EBI-8555452', 'EBI-432545', 'EBI-348239', 'EBI-1175211'] | Putative uncharacterized protein  | chain
YES_HUMAN | ['Brain', 'Cervix carcinoma', 'Cervix carcinoma'] | ['Cell membrane', 'Cytoplasm', 'Cytoskeleton', 'Microtubule organizing center', 'Centrosome', 'Cytosol'] | ['EBI-79934', 'EBI-608057', 'EBI-297353', 'EBI-517684', 'EBI-1379503', 'EBI-514199', 'EBI-1039152'] | Tyrosine-protein kinase Yes  | initiator methionine
YETS2_HUMAN | ['Brain', 'Placenta', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma'] | ['Nucleus'] | ['EBI-79934', 'EBI-608057', 'EBI-297353', 'EBI-517684', 'EBI-1379503', 'EBI-514199', 'EBI-1039152'] | YEATS domain-containing protein  | chain
YETS4_HUMAN | [] | ['Nucleus'] | ['EBI-624237'] | YEATS domain-containing protein  | chain
YF001_HUMAN | ['Amygdala'] | [] | ['EBI-624237'] | Uncharacterized protein FLJ37310  | chain
YF002_HUMAN | [] | ['Membrane'] | ['EBI-624237'] | Putative uncharacterized protein  | chain
YF006_HUMAN | ['Adrenal gland', 'Ovary'] | [] | ['EBI-624237'] | Putative uncharacterized protein  | chain
YF009_HUMAN | ['Tongue'] | [] | ['EBI-624237'] | Putative uncharacterized protein  | chain
YF010_HUMAN | ['Brain'] | [] | ['EBI-624237'] | Putative uncharacterized protein  | chain
YF013_HUMAN | [] | [] | ['EBI-624237'] | Putative uncharacterized protein  | chain
YF016_HUMAN | [] | [] | ['EBI-624237'] | Putative UPF0607 protein  | chain
YG001_HUMAN | ['Fetal liver'] | [] | ['EBI-624237'] | Putative uncharacterized protein  | chain
YG006_HUMAN | [] | [] | ['EBI-624237'] | Putative uncharacterized protein  | chain
YG018_HUMAN | ['Testis'] | [] | ['EBI-624237'] | Putative uncharacterized protein  | chain
YG024_HUMAN | ['Testis'] | [] | ['EBI-624237'] | Putative uncharacterized protein  | chain
YG027_HUMAN | ['Testis', 'Testis'] | [] | ['EBI-624237'] | Putative uncharacterized protein  | chain
YG039_HUMAN | ['Fetal brain'] | [] | ['EBI-624237'] | Putative uncharacterized protein  | chain
YG041_HUMAN | ['Promyelocytic leukemia'] | [] | ['EBI-624237'] | Putative uncharacterized protein  | chain
YG045_HUMAN | ['Testis'] | [] | ['EBI-624237'] | Putative uncharacterized protein  | chain
YG046_HUMAN | ['Embryo'] | [] | ['EBI-624237'] | Putative uncharacterized protein  | chain
YG055_HUMAN | ['Colon', 'Skin'] | ['Membrane'] | ['EBI-624237'] | Putative transmembrane protein  | signal peptide
YG056_HUMAN | ['Brain'] | [] | ['EBI-624237'] | Putative uncharacterized protein  | chain
YH006_HUMAN | [] | ['Secreted'] | ['EBI-624237'] | Putative chemokine-related protein  | signal peptide
YH007_HUMAN | ['Testis'] | [] | ['EBI-624237'] | Uncharacterized protein FLJ40521  | chain
YH009_HUMAN | [] | [] | ['EBI-624237'] | Putative UPF0607 protein  | chain
YH010_HUMAN | [] | [] | ['EBI-624237'] | Putative IQ motif  | chain
YI001_HUMAN | ['Brain', 'Testis'] | [] | ['EBI-624237'] | Uncharacterized protein FLJ30774  | chain
YI004_HUMAN | [] | ['Secreted'] | ['EBI-624237'] | Putative uncharacterized protein  | signal peptide
YI012_HUMAN | ['Fetal liver'] | [] | ['EBI-624237'] | Putative uncharacterized protein  | chain
YI018_HUMAN | ['Testis', 'Thalamus', 'Brain'] | [] | ['EBI-624237'] | Uncharacterized protein FLJ76381  | chain
YI023_HUMAN | ['Hippocampus'] | [] | ['EBI-624237'] | Putative uncharacterized protein  | chain
YI024_HUMAN | ['Chondrosarcoma'] | [] | ['EBI-624237'] | Putative UPF0607 protein  | chain
YI025_HUMAN | ['Brain cortex'] | ['Membrane'] | ['EBI-624237'] | Putative uncharacterized protein  | signal peptide
YI028_HUMAN | [] | [] | ['EBI-624237'] | Putative UPF0609 protein  | chain
YI029_HUMAN | [] | [] | ['EBI-624237'] | Putative uncharacterized protein  | chain
YI036_HUMAN | [] | ['Golgi apparatus membrane'] | ['EBI-624237'] | Putative UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase  | chain
YIF1A_HUMAN | ['T-cell', 'Brain, Placenta'] | ['Endoplasmic reticulum membrane', 'Golgi apparatus membrane'] | ['EBI-6308763', 'EBI-1188298'] |  | initiator methionine
YIF1B_HUMAN | ['Lymph node', 'Colon, Lung, Placenta', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma'] | ['Membrane'] | ['EBI-6308763', 'EBI-1188298'] |  | chain
YIPF1_HUMAN | ['Adipose tissue, Synovium', 'Amygdala', 'Lung, Pancreas'] | ['Membrane'] | ['EBI-6308763', 'EBI-1188298'] |  | chain
YIPF2_HUMAN | ['Renal cell carcinoma, Rhabdomyosarcoma'] | ['Membrane'] | ['EBI-6308763', 'EBI-1188298'] |  | initiator methionine
YIPF3_HUMAN | ['Lung', 'Embryo', 'Skin', 'Fetal kidney'] | ['Cell membrane', 'Cytoplasm', 'Golgi apparatus', 'cis-Golgi network membrane'] | ['EBI-6308763', 'EBI-1188298'] |  | initiator methionine
YIPF4_HUMAN | ['Neuroblastoma', 'Gastric mucosa', 'Lymph'] | ['Golgi apparatus', 'cis-Golgi network membrane'] | ['EBI-6308763', 'EBI-1188298'] |  | chain
YIPF5_HUMAN | ['Coronary artery', 'Neuroblastoma', 'Kidney epithelium', 'Adipose tissue', 'Cervix, Eye, Uterus', 'Heart'] | ['Endoplasmic reticulum membrane', 'Golgi apparatus', 'Golgi stack membrane', 'Cytoplasmic vesicle', 'COPII-coated vesicle'] | ['EBI-6308763', 'EBI-1188298'] |  | chain
YIPF6_HUMAN | ['Trachea', 'Kidney'] | ['Membrane'] | ['EBI-6308763', 'EBI-1188298'] |  | initiator methionine
YIPF7_HUMAN | ['Skeletal muscle'] | ['Endoplasmic reticulum membrane'] | ['EBI-6308763', 'EBI-1188298'] |  | chain
YJ004_HUMAN | ['Brain'] | [] | ['EBI-6308763', 'EBI-1188298'] | Putative uncharacterized protein  | chain
YJ001_HUMAN | ['Fetal liver'] | ['Membrane'] | ['EBI-6308763', 'EBI-1188298'] | Putative uncharacterized protein  | chain
YJ005_HUMAN | ['Hippocampus', 'Cervix carcinoma', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma'] | [] | ['EBI-6308763', 'EBI-1188298'] | Uncharacterized protein FLJ45252  | chain
YJ009_HUMAN | ['Fetal liver'] | [] | ['EBI-6308763', 'EBI-1188298'] | Uncharacterized protein PRO1102  | chain
YJ006_HUMAN | [] | [] | ['EBI-6308763', 'EBI-1188298'] | Putative uncharacterized protein  | chain
YJ010_HUMAN | [] | [] | ['EBI-6308763', 'EBI-1188298'] | Uncharacterized PRO1102-like protein  | chain
YJ013_HUMAN | ['Cerebellum'] | [] | ['EBI-6308763', 'EBI-1188298'] | Putative uncharacterized protein  | chain
YJ012_HUMAN | ['Brain'] | [] | ['EBI-6308763', 'EBI-1188298'] | Putative UPF0607 protein  | chain
YJ017_HUMAN | ['Testis'] | [] | ['EBI-6308763', 'EBI-1188298'] | Putative uncharacterized protein  | chain
YJ016_HUMAN | ['Testis'] | [] | ['EBI-6308763', 'EBI-1188298'] | Putative uncharacterized protein  | chain
YJ018_HUMAN | ['Brain'] | [] | ['EBI-6308763', 'EBI-1188298'] | Putative uncharacterized protein  | chain
YJEN3_HUMAN | ['Brain'] | [] | ['EBI-6308763', 'EBI-1188298'] | YjeF N-terminal domain-containing  | chain
YK004_HUMAN | ['Cerebellum'] | [] | ['EBI-6308763', 'EBI-1188298'] | Putative uncharacterized protein  | chain
YK006_HUMAN | ['Hippocampus', 'Brain'] | [] | ['EBI-6308763', 'EBI-1188298'] | Putative uncharacterized protein  | chain
YK016_HUMAN | ['Brain'] | [] | ['EBI-6308763', 'EBI-1188298'] | Putative uncharacterized protein  | chain
YK022_HUMAN | ['Esophageal carcinoma'] | [] | ['EBI-6308763', 'EBI-1188298'] | Putative uncharacterized protein  | chain
YK026_HUMAN | ['Uterus'] | [] | ['EBI-6308763', 'EBI-1188298'] | Putative uncharacterized protein  | chain
YK032_HUMAN | ['Cerebellum'] | [] | ['EBI-6308763', 'EBI-1188298'] | Putative uncharacterized protein  | chain
YK033_HUMAN | ['Hippocampus', 'Brain'] | [] | ['EBI-6308763', 'EBI-1188298'] | Putative uncharacterized protein  | chain
YK038_HUMAN | ['Brain'] | [] | ['EBI-6308763', 'EBI-1188298'] | Putative uncharacterized protein  | chain
YK039_HUMAN | ['Fetal liver'] | [] | ['EBI-6308763', 'EBI-1188298'] | Putative uncharacterized protein  | chain
YK041_HUMAN | [] | [] | ['EBI-6308763', 'EBI-1188298'] | Putative uncharacterized protein  | chain
YK042_HUMAN | [] | [] | ['EBI-6308763', 'EBI-1188298'] | Putative uncharacterized protein  | chain
YK045_HUMAN | ['Brain'] | [] | ['EBI-6308763', 'EBI-1188298'] | Putative uncharacterized protein  | signal peptide
YKT6_HUMAN | ['Pancreas', 'Hepatoma', 'Lymph', 'Cervix carcinoma'] | ['Cytoplasm', 'Cytosol', 'Cytoplasmic vesicle membrane', 'Golgi apparatus membrane'] | ['EBI-6308763', 'EBI-1188298'] | Synaptobrevin homolog YKT6  | chain
YL004_HUMAN | ['Small intestine'] | [] | ['EBI-6308763', 'EBI-1188298'] | Putative uncharacterized protein  | chain
YL014_HUMAN | ['Teratocarcinoma'] | [] | ['EBI-6308763', 'EBI-1188298'] | Putative uncharacterized protein  | chain
YL016_HUMAN | [] | [] | ['EBI-6308763', 'EBI-1188298'] | Putative uncharacterized protein  | chain
YL021_HUMAN | [] | [] | ['EBI-6308763', 'EBI-1188298'] | Uncharacterized protein ENSP00000372125  | chain
YL023_HUMAN | ['Subthalamic nucleus'] | [] | ['EBI-6308763', 'EBI-1188298'] | Putative uncharacterized protein  | chain
YLAT1_HUMAN | ['Testis', 'Placenta', 'Kidney', 'B-cell, Placenta', 'Umbilical cord blood', 'Placenta'] | ['Basolateral cell membrane'] | ['EBI-6308763', 'EBI-1188298'] | Y+L amino acid  | chain
YLAT2_HUMAN | ['Myoblast', 'Bone marrow', 'Salivary gland', 'Leukocyte'] | ['Basolateral cell membrane'] | ['EBI-6308763', 'EBI-1188298'] | Y+L amino acid  | chain
YLPM1_HUMAN | ['Brain', 'Skin', 'Cervix carcinoma', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma'] | ['Nucleus', 'Nucleus speckle'] | ['EBI-766279'] | YLP motif-containing protein  | chain
YM006_HUMAN | [] | [] | ['EBI-766279'] | Putative uncharacterized protein  | chain
YM012_HUMAN | ['Testis'] | [] | ['EBI-766279'] | Uncharacterized protein DKFZp434B061  | chain
YM017_HUMAN | [] | [] | ['EBI-766279'] | Putative UPF0607 protein  | chain
YMEL1_HUMAN | ['Fetal brain', 'Muscle, Placenta'] | ['Mitochondrion inner membrane'] | ['EBI-766279'] | ATP-dependent zinc metalloprotease  | chain
YN009_HUMAN | ['Trachea'] | [] | ['EBI-766279'] | Putative uncharacterized protein  | chain
YN010_HUMAN | ['Fetal liver'] | ['Secreted'] | ['EBI-766279'] | Putative uncharacterized protein  | signal peptide
YN011_HUMAN | [] | [] | ['EBI-766279'] | Putative ankyrin repeat  | chain
YO001_HUMAN | [] | [] | ['EBI-766279'] | Putative uncharacterized protein  | chain
YO002_HUMAN | [] | ['Secreted'] | ['EBI-766279'] | Putative uncharacterized protein  | signal peptide
YO007_HUMAN | ['Testis'] | [] | ['EBI-766279'] | Putative uncharacterized protein  | chain
YO010_HUMAN | ['Testis'] | ['Membrane'] | ['EBI-766279'] | Putative transmembrane protein  | chain
YO011_HUMAN | [] | ['Membrane'] | ['EBI-766279'] | Putative transmembrane protein  | chain
YO026_HUMAN | ['Trachea'] | [] | ['EBI-766279'] | Putative uncharacterized protein  | chain
YO027_HUMAN | ['Hippocampus'] | ['Mitochondrion'] | ['EBI-766279'] | Putative uncharacterized protein  | transit peptide
YO028_HUMAN | [] | [] | ['EBI-766279'] | Putative uncharacterized protein  | chain
YP002_HUMAN | ['Fetal liver'] | [] | ['EBI-766279'] | Putative uncharacterized protein  | chain
YP008_HUMAN | ['Fetal liver'] | [] | ['EBI-766279'] | Putative uncharacterized protein  | chain
YP010_HUMAN | ['Testis'] | [] | ['EBI-766279'] | Putative uncharacterized protein  | chain
YP007_HUMAN | ['Hippocampus'] | [] | ['EBI-766279'] | Putative uncharacterized protein  | chain
YP015_HUMAN | ['Uterus'] | [] | ['EBI-766279'] | Putative uncharacterized protein  | chain
YP021_HUMAN | ['Esophagus', 'Brain'] | [] | ['EBI-766279'] | Putative uncharacterized protein  | chain
YP023_HUMAN | [] | [] | ['EBI-766279'] | Putative uncharacterized protein  | chain
YP029_HUMAN | ['Testis'] | [] | ['EBI-766279'] | Putative uncharacterized protein  | chain
YP033_HUMAN | ['Uterus'] | [] | ['EBI-766279'] | Putative uncharacterized protein  | chain
YP034_HUMAN | [] | [] | ['EBI-766279'] | Putative UPF0607 protein  | chain
YPEL1_HUMAN | ['Fetal kidney', 'Brain, Testis'] | ['Nucleus'] | ['EBI-766279'] | Protein yippee-like  | chain
YPEL2_HUMAN | ['Lung'] | ['Nucleus', 'Nucleolus'] | ['EBI-766279'] | Protein yippee-like  | chain
YPEL3_HUMAN | ['Pancreas'] | ['Nucleus', 'Nucleolus'] | ['EBI-766279'] | Protein yippee-like  | chain
YPEL4_HUMAN | ['Cerebellum', 'Brain'] | ['Nucleus', 'Nucleolus'] | ['EBI-766279'] | Protein yippee-like  | chain
YPEL5_HUMAN | ['Cervix', 'Intestine'] | [] | ['EBI-766279'] | Protein yippee-like  | chain
YQ014_HUMAN | ['Fetal brain'] | [] | ['EBI-766279'] | Putative uncharacterized protein  | chain
YQ015_HUMAN | ['Testis'] | [] | ['EBI-766279'] | Putative uncharacterized protein  | chain
YQ018_HUMAN | ['Small intestine'] | [] | ['EBI-766279'] | Uncharacterized protein ENSP00000382033  | chain
YQ019_HUMAN | ['Small intestine'] | [] | ['EBI-766279'] | Uncharacterized protein ENSP00000382042  | chain
YQ032_HUMAN | ['Testis'] | ['Secreted'] | ['EBI-766279'] | Putative uncharacterized protein  | signal peptide
YQ037_HUMAN | ['Kidney', 'Lymphoma'] | [] | ['EBI-766279'] | Putative uncharacterized protein  | chain
YQ041_HUMAN | [] | ['Membrane'] | ['EBI-766279'] | Putative transmembrane protein  | chain
YQ047_HUMAN | [] | [] | ['EBI-766279'] | Putative uncharacterized protein  | chain
YQ048_HUMAN | [] | ['Secreted'] | ['EBI-766279'] | Putative uncharacterized protein  | signal peptide
YQ050_HUMAN | [] | [] | ['EBI-766279'] | Putative uncharacterized protein  | chain
YR005_HUMAN | ['Amygdala'] | [] | ['EBI-766279'] | Uncharacterized protein FLJ44881  | chain
YR007_HUMAN | [] | [] | ['EBI-766279'] | Putative ankyrin repeat  | chain
